X,Y,Z,M
5.706288,5.056506,3.434447,10.000000
7.194623,4.071071,3.888516,10.000000
6.149659,3.836568,3.083717,10.000000
2.969870,5.177547,1.835418,10.000000
6.146643,3.555408,3.317300,10.000000
6.168685,4.417565,4.080180,10.000000
6.778693,5.140630,3.562966,10.000000
6.769759,3.521468,3.767983,10.000000
2.035461,5.332662,3.526836,10.000000
2.711377,4.392918,2.381238,10.000000
6.187583,9.916547,4.829926,10.000000
6.646366,3.938283,3.319327,10.000000
6.139466,4.991252,3.258461,10.000000
7.039002,4.694390,2.367611,10.000000
6.646263,5.104896,3.297682,10.000000
