X,Y,Z,M
6.035191,3.562481,5.082414,10.000000
4.727376,4.453552,3.788880,10.000000
5.612098,4.151928,5.096393,10.000000
7.845829,7.295365,2.221549,10.000000
5.819969,4.469768,5.033374,10.000000
5.546066,4.093884,4.219553,10.000000
5.271232,3.871307,4.474682,10.000000
5.537968,4.569589,4.456568,10.000000
0.254421,1.698145,5.257130,10.000000
4.769160,4.223420,2.869984,10.000000
2.833672,5.524522,7.563329,10.000000
4.687796,3.325396,5.359210,10.000000
5.473385,4.128963,4.785121,10.000000
5.530344,3.827614,5.165185,10.000000
5.375024,3.958394,4.613551,10.000000
