X,Y,Z,M
4.077085,3.784654,4.725176,10.000000
3.123271,4.883356,3.519344,10.000000
3.495917,4.064813,4.449046,10.000000
5.393668,4.442183,2.729565,10.000000
3.622665,4.213519,4.531531,10.000000
3.633489,4.264757,4.192411,10.000000
3.787158,4.524312,4.203744,10.000000
3.716877,4.468973,4.236885,10.000000
8.846400,8.364683,2.951395,10.000000
6.556780,1.851421,1.617855,10.000000
4.713384,1.585883,5.066209,10.000000
3.023791,3.250702,5.111309,10.000000
3.561982,4.593865,4.214808,10.000000
3.992345,4.259454,4.318764,10.000000
3.786529,4.604374,4.132861,10.000000
