X,Y,Z,M
3.092720,4.591514,3.188829,10.000000
4.754035,3.194495,4.582142,10.000000
3.839283,3.877743,3.264089,10.000000
4.250835,2.509863,6.682428,10.000000
3.694901,3.569663,3.340073,10.000000
3.779863,3.849033,4.073379,10.000000
3.924083,3.947251,3.765981,10.000000
4.043292,3.263853,3.880952,10.000000
1.742440,8.199762,3.988108,10.000000
3.305650,4.610403,5.707786,10.000000
2.750885,5.054717,4.387641,10.000000
4.748781,4.517088,3.018449,10.000000
3.734663,3.889753,3.582100,10.000000
3.835755,4.156318,2.876182,10.000000
3.838609,3.926485,3.668048,10.000000
