X,Y,Z,M
7.225144,7.821362,7.523073,10.000000
7.931641,7.244090,7.959216,10.000000
7.508313,7.335381,7.439150,10.000000
3.257430,2.196437,1.889389,10.000000
7.344797,7.094041,7.530498,10.000000
7.393746,7.463641,7.924337,10.000000
7.701255,7.758198,7.604554,10.000000
7.594154,7.038495,7.758087,10.000000
3.294369,2.937341,1.832571,10.000000
3.073938,2.449220,1.657301,10.000000
1.964612,2.900233,1.507001,10.000000
8.058635,7.938437,7.115693,10.000000
7.526849,7.667131,7.487009,10.000000
7.725123,7.592341,7.166377,10.000000
7.648699,7.702264,7.508726,10.000000
