X,Y,Z,M
5.106697,4.202563,5.155038,10.000000
3.951576,5.626547,4.006134,10.000000
4.068284,4.216222,4.353001,10.000000
4.898913,4.048187,5.295337,10.000000
4.098178,4.282673,4.439990,10.000000
4.745500,5.030231,4.273454,10.000000
4.997385,5.389087,4.672233,10.000000
4.401838,5.201549,4.012824,10.000000
3.971844,8.371064,1.446928,10.000000
1.735374,4.267081,8.420864,10.000000
5.599248,3.264041,4.533018,10.000000
4.011712,4.187007,5.153538,10.000000
4.359905,5.230180,4.382998,10.000000
4.628070,4.490729,5.432259,10.000000
4.811156,5.361892,4.487752,10.000000
