X,Y,Z,M
5.288409,5.618139,2.475586,10.000000
5.841321,4.200462,3.995888,10.000000
6.089245,5.619505,3.323541,10.000000
2.810812,4.056641,5.404752,10.000000
6.082356,5.654740,3.233289,10.000000
5.587317,4.895523,3.199475,10.000000
5.148859,4.519038,2.997862,10.000000
5.502211,4.992223,3.620377,10.000000
4.009305,2.549992,9.860262,10.000000
0.294594,5.117958,8.547704,10.000000
6.471239,5.583732,1.449261,10.000000
5.945415,5.915089,2.487973,10.000000
5.858278,4.655076,3.244523,10.000000
5.163198,5.279323,2.945263,10.000000
5.277276,4.508085,3.260803,10.000000
