X,Y,Z,M
2.452294,6.353698,4.137718,10.000000
4.439589,6.790152,4.231790,10.000000
4.225309,6.129627,4.714658,10.000000
2.169471,6.180857,6.010294,10.000000
3.935534,5.785988,4.720499,10.000000
3.057663,5.227726,5.160438,10.000000
3.018327,4.988137,4.456238,10.000000
3.759169,4.914599,5.031278,10.000000
8.059595,6.081650,5.469585,10.000000
1.176892,3.608589,4.704418,10.000000
4.754114,5.627301,3.156538,10.000000
4.401206,5.481009,4.706032,10.000000
3.362394,5.430544,4.687819,10.000000
3.456763,5.137832,4.712132,10.000000
3.164364,5.441809,4.221675,10.000000
