X,Y,Z,M
4.910823,5.416255,3.655322,10.000000
6.638072,4.447393,4.657776,10.000000
5.289610,4.372681,3.311689,10.000000
4.033272,2.409655,5.649189,10.000000
5.147802,3.974673,3.553322,10.000000
5.440543,4.746269,4.643472,10.000000
6.099098,5.402935,4.105076,10.000000
5.862152,3.901976,4.279473,10.000000
8.878554,6.626750,9.132985,10.000000
4.134353,8.548857,5.932081,10.000000
5.040134,2.966782,7.171607,10.000000
6.367131,4.657542,3.615406,10.000000
5.477982,5.137738,3.658660,10.000000
6.064936,5.184419,2.808514,10.000000
5.928295,5.358900,3.804326,10.000000
