X,Y,Z,M
5.216127,5.472197,3.931119,10.000000
5.956160,5.026865,3.782872,10.000000
5.304643,4.704518,3.607213,10.000000
4.621306,0.831339,5.988832,10.000000
5.380682,4.527432,3.889940,10.000000
5.369729,5.038874,4.274988,10.000000
5.864339,5.770617,3.808144,10.000000
5.915139,4.424002,4.170928,10.000000
8.162508,4.974755,9.855567,10.000000
4.724452,8.569118,6.673415,10.000000
5.997593,2.646700,5.675749,10.000000
5.517546,3.901217,4.386605,10.000000
5.292998,5.806333,3.616525,10.000000
6.212625,5.582283,2.743715,10.000000
5.774974,5.876147,3.570993,10.000000
