X,Y,Z,M
3.273520,4.354531,4.242402,10.000000
3.952569,4.491832,3.900854,10.000000
3.207163,3.722178,3.667292,10.000000
5.779192,3.543134,4.427547,10.000000
3.177787,3.491605,3.895922,10.000000
3.372726,4.239327,4.541133,10.000000
4.000915,4.936600,4.100939,10.000000
3.838464,3.564274,4.179831,10.000000
9.830029,8.452118,3.297549,10.000000
5.985710,2.448660,2.977184,10.000000
3.836142,2.287572,5.550322,10.000000
3.701323,3.246776,4.587274,10.000000
3.278407,4.829136,3.807910,10.000000
4.228519,4.561846,3.034791,10.000000
3.870428,4.987708,3.791791,10.000000
