X,Y,Z,M
5.635476,3.989028,4.356381,10.000000
4.041588,5.260204,3.394279,10.000000
5.055534,5.137020,4.577779,10.000000
9.635466,1.630082,0.552506,10.000000
5.357675,5.597836,4.360085,10.000000
5.184002,4.776134,3.484932,10.000000
4.538814,4.182057,4.085521,10.000000
4.790485,5.677370,3.864903,10.000000
9.621408,9.987722,0.963234,10.000000
9.815616,0.698281,0.843709,10.000000
3.450348,8.941651,0.513396,10.000000
3.973827,3.973870,5.164091,10.000000
4.935390,4.415560,4.383349,10.000000
4.569053,4.551466,5.095962,10.000000
4.670156,4.326128,4.293818,10.000000
