X,Y,Z,M
3.886981,4.385773,4.380372,10.000000
4.679756,4.723642,3.814274,10.000000
3.899580,3.654608,3.658922,10.000000
0.587228,4.010457,4.333513,10.000000
3.803164,3.281377,3.884033,10.000000
4.026956,4.281945,4.729225,10.000000
4.737062,5.021256,4.215581,10.000000
4.596401,3.335827,4.223272,10.000000
5.265733,0.742591,3.366621,10.000000
5.984798,8.382370,5.764525,10.000000
5.945024,3.601996,2.051322,10.000000
4.526149,3.298575,4.708331,10.000000
3.907743,4.881590,3.873650,10.000000
4.922650,4.497976,3.150259,10.000000
4.574681,5.059767,3.861920,10.000000
