X,Y,Z,M
4.961020,4.827610,4.564020,10.000000
4.743606,5.778873,3.548120,10.000000
4.357697,4.499478,3.733347,10.000000
8.161347,4.892956,5.121713,10.000000
4.342850,4.179857,3.894605,10.000000
4.694642,5.161333,4.457940,10.000000
5.233953,5.770493,4.162946,10.000000
5.059317,4.369172,4.062029,10.000000
3.785959,1.571075,4.185465,10.000000
6.618560,4.756687,1.919173,10.000000
3.784425,6.784820,4.201448,10.000000
4.694802,3.930871,4.816312,10.000000
4.519294,5.650798,3.863817,10.000000
5.302260,5.172706,3.636389,10.000000
5.094424,5.815304,3.860662,10.000000
