X,Y,Z,M
6.054328,5.005227,4.151042,10.000000
4.815310,5.660758,2.994573,10.000000
5.732856,5.472404,4.270752,10.000000
5.505656,9.640899,6.140631,10.000000
5.939769,5.731148,4.257181,10.000000
5.618369,5.328583,3.421828,10.000000
5.309279,5.275496,3.578396,10.000000
5.589596,5.687257,3.751236,10.000000
7.170885,3.185698,0.617870,10.000000
5.493994,8.143614,7.136156,10.000000
6.717494,3.187297,3.395788,10.000000
4.766851,4.365903,4.688283,10.000000
5.514785,5.604132,3.888251,10.000000
5.656185,5.426777,3.992490,10.000000
5.423341,5.436733,3.689602,10.000000
