X,Y,Z,M
4.466149,5.848087,4.683875,10.000000
6.010570,4.608930,5.658035,10.000000
5.019289,4.737549,4.468230,10.000000
8.795912,9.902313,9.238517,10.000000
4.703502,4.263944,4.687009,10.000000
4.892415,5.080637,5.552754,10.000000
5.534293,5.669851,4.957450,10.000000
5.263256,4.190910,5.182331,10.000000
9.092379,9.126547,9.779517,10.000000
8.924208,9.377818,9.432762,10.000000
0.391129,8.108238,9.077341,10.000000
6.138387,5.959214,3.826352,10.000000
5.144705,5.435349,4.662348,10.000000
5.490615,5.309376,3.966952,10.000000
5.402602,5.524440,4.754041,10.000000
