X,Y,Z,M
4.421533,3.871623,4.687187,10.000000
3.744860,3.971381,5.037288,10.000000
4.422149,4.631824,5.248801,10.000000
2.297198,6.200687,0.941841,10.000000
4.421050,4.827986,5.015443,10.000000
4.311030,4.147068,4.405376,10.000000
3.724558,3.456921,4.860453,10.000000
3.837520,4.766613,4.741681,10.000000
5.612021,7.470502,2.264300,10.000000
7.206588,1.101707,8.824727,10.000000
5.624880,2.835026,3.394263,10.000000
4.048981,5.159602,4.373211,10.000000
4.381482,3.528073,5.120984,10.000000
3.437679,3.794383,5.930988,10.000000
3.835747,3.392651,5.149548,10.000000
