X,Y,Z,M
4.683021,3.592768,4.768707,10.000000
3.169287,4.333220,4.410285,10.000000
4.349290,4.709167,5.326523,10.000000
3.027894,5.885813,1.084244,10.000000
4.448826,5.082413,5.073983,10.000000
4.256295,4.187677,4.032638,10.000000
3.561925,3.438883,4.613118,10.000000
3.708566,5.151786,4.513670,10.000000
6.476493,7.799284,2.371049,10.000000
7.115105,1.219819,9.495288,10.000000
5.658086,2.179737,3.670433,10.000000
3.474281,4.811196,4.607578,10.000000
4.308809,3.612801,4.995397,10.000000
3.369908,3.734712,6.073632,10.000000
3.720455,3.416986,4.960690,10.000000
