X,Y,Z,M
4.437487,4.465512,5.259867,10.000000
4.197028,5.879106,3.981897,10.000000
3.926154,4.148601,4.312957,10.000000
6.236752,4.451818,5.331831,10.000000
3.830150,3.844620,4.506225,10.000000
4.354069,4.952715,4.857601,10.000000
4.743217,5.483455,4.744806,10.000000
4.418821,4.608984,4.260281,10.000000
4.752075,8.178634,0.861744,10.000000
2.021023,4.262777,7.553063,10.000000
4.939594,3.450450,5.479384,10.000000
4.382029,3.873184,5.418468,10.000000
3.953610,5.363823,4.438276,10.000000
4.637062,4.654912,4.667028,10.000000
4.557576,5.550677,4.393082,10.000000
