X,Y,Z,M
4.939001,3.246638,3.746040,10.000000
3.233491,3.855647,3.224304,10.000000
4.440591,4.280417,4.215105,10.000000
1.560743,2.767477,6.630920,10.000000
4.592376,4.751351,3.979146,10.000000
4.408579,3.823087,2.885343,10.000000
3.773580,3.115633,3.510576,10.000000
3.842429,4.933417,3.348060,10.000000
4.923039,5.776083,4.624060,10.000000
9.762423,6.874710,6.214449,10.000000
4.400206,5.836207,1.388509,10.000000
3.350259,4.168595,3.585505,10.000000
4.511854,3.274335,3.883749,10.000000
3.654629,3.359303,4.925357,10.000000
3.946458,3.095901,3.849651,10.000000
