X,Y,Z,M
6.616748,5.240028,5.604269,10.000000
5.328163,6.262516,4.658256,10.000000
6.152744,6.087027,5.721232,10.000000
7.591630,7.218076,7.428167,10.000000
6.481619,6.540186,5.574208,10.000000
6.276510,5.881427,4.835083,10.000000
5.752608,5.422488,5.339879,10.000000
6.017855,6.599402,5.134892,10.000000
7.697641,7.565612,7.548390,10.000000
7.514228,7.305482,7.352951,10.000000
7.044633,7.309984,7.139812,10.000000
5.047771,4.841517,6.413203,10.000000
6.036863,5.628388,5.564174,10.000000
5.840828,5.676309,6.122457,10.000000
5.864535,5.563648,5.484577,10.000000
