X,Y,Z,M
5.605172,5.280236,4.070587,10.000000
5.394851,5.348004,3.322541,10.000000
5.480668,5.037024,3.922366,10.000000
5.011827,0.254434,6.082965,10.000000
5.649021,5.067158,4.101136,10.000000
5.459317,5.175985,3.885004,10.000000
5.614084,5.622086,3.667030,10.000000
5.804753,4.977379,4.000501,10.000000
7.748762,4.142260,0.143034,10.000000
5.065207,8.427727,6.940756,10.000000
6.398755,2.728144,4.681994,10.000000
5.071263,3.918669,4.655322,10.000000
5.353149,5.823678,3.716217,10.000000
6.034515,5.574434,3.209270,10.000000
5.618514,5.774962,3.576733,10.000000
