X,Y,Z,M
5.572106,4.159568,3.894761,10.000000
4.215685,4.244627,3.989205,10.000000
5.266527,4.950855,4.644442,10.000000
5.691275,5.746569,2.156353,10.000000
5.433168,5.461521,4.378887,10.000000
5.269133,4.486131,3.240418,10.000000
4.615742,3.760374,3.963655,10.000000
4.653310,5.630192,3.782145,10.000000
2.559626,5.643817,2.383630,10.000000
0.069145,7.109146,3.371839,10.000000
3.211240,5.135538,6.400751,10.000000
4.232088,5.104559,3.696631,10.000000
5.378616,3.897022,4.339560,10.000000
4.404246,4.112163,5.428614,10.000000
4.778384,3.719092,4.352505,10.000000
