X,Y,Z,M
2.010963,5.654974,6.020370,10.000000
3.221891,6.451024,5.580313,10.000000
3.028695,5.149052,5.680166,10.000000
0.444778,2.904269,7.086984,10.000000
2.763880,4.435472,5.876299,10.000000
2.618676,5.055305,6.494555,10.000000
2.734340,5.472674,5.843134,10.000000
3.276685,4.241467,5.848392,10.000000
6.529624,6.688694,9.085919,10.000000
3.168632,2.399639,2.900865,10.000000
4.365953,3.628362,5.759444,10.000000
3.521169,4.573125,6.650907,10.000000
2.246909,5.647972,5.790046,10.000000
2.795362,5.113863,6.018111,10.000000
2.682100,5.758502,5.458300,10.000000
