X,Y,Z,M
5.595766,4.302445,4.317641,10.000000
4.458724,5.168599,4.174644,10.000000
5.187523,5.399467,4.754038,10.000000
9.392401,0.893789,0.031512,10.000000
5.171308,5.542429,4.507557,10.000000
5.258360,4.808644,3.887641,10.000000
4.739269,4.210441,4.371384,10.000000
4.730072,5.568727,4.219410,10.000000
9.512462,9.750273,0.429153,10.000000
9.564025,0.120492,0.262241,10.000000
2.143319,8.730053,9.975826,10.000000
5.019711,5.432649,4.421739,10.000000
5.196689,4.318019,4.648376,10.000000
4.484399,4.670464,5.301197,10.000000
4.818675,4.227447,4.629061,10.000000
