X,Y,Z,M
4.715522,4.345568,5.240702,10.000000
4.084343,5.815963,3.967227,10.000000
3.959180,4.152829,4.312290,10.000000
5.745497,4.274909,5.341578,10.000000
3.911969,3.991210,4.469383,10.000000
4.511107,4.997957,4.618875,10.000000
4.860602,5.478633,4.717129,10.000000
4.406833,4.854775,4.136500,10.000000
4.439869,8.265730,1.085349,10.000000
1.894796,4.262930,7.914961,10.000000
5.230473,3.330048,5.111309,10.000000
4.219768,3.970467,5.337570,10.000000
4.101165,5.335301,4.404856,10.000000
4.638561,4.584807,4.987847,10.000000
4.666574,5.508058,4.420478,10.000000
