X,Y,Z,M
4.084249,4.021988,6.106807,10.000000
2.384165,4.172920,6.012605,10.000000
2.866371,4.354374,5.770964,10.000000
8.869727,7.431951,4.341157,10.000000
3.081365,4.898096,5.669248,10.000000
3.560832,4.896502,5.016071,10.000000
3.530358,4.826010,5.883048,10.000000
2.867486,5.507012,5.261485,10.000000
0.084254,4.746805,5.938126,10.000000
8.069253,5.592581,0.692733,10.000000
3.933522,4.614911,4.253344,10.000000
2.209355,4.774064,5.767954,10.000000
3.459977,4.597147,5.779923,10.000000
2.946021,4.166549,7.499985,10.000000
3.448027,4.570214,6.082924,10.000000
