X,Y,Z,M
3.829555,5.403325,4.094658,10.000000
3.150761,4.381078,4.430346,10.000000
3.164363,5.397401,4.320900,10.000000
6.039658,6.310081,9.227904,10.000000
3.435146,6.270982,4.083807,10.000000
3.474379,5.680110,3.684053,10.000000
3.512284,5.393363,4.324406,10.000000
2.936122,6.405478,4.310621,10.000000
5.974104,6.963102,6.596737,10.000000
1.203678,4.519895,5.332054,10.000000
4.854533,3.812361,4.667917,10.000000
2.780585,6.198092,3.183712,10.000000
3.963582,5.167081,4.258185,10.000000
3.439936,6.270439,2.848101,10.000000
3.677673,5.007544,4.762071,10.000000
