X,Y,Z,M
6.067845,4.830484,3.302764,10.000000
4.594166,5.960402,2.146347,10.000000
5.164860,5.438542,3.164409,10.000000
5.038347,3.043292,7.978379,10.000000
5.310925,5.829061,3.053596,10.000000
5.541609,5.582618,2.253379,10.000000
5.486876,5.424068,2.860720,10.000000
5.135077,6.383698,2.390630,10.000000
9.642570,0.500230,8.392296,10.000000
7.702021,4.246930,7.094296,10.000000
4.885113,4.635385,4.311504,10.000000
4.430550,5.366574,3.163773,10.000000
5.535298,5.386256,2.921861,10.000000
5.307925,5.156869,4.043875,10.000000
5.519690,5.379563,2.960479,10.000000
