X,Y,Z,M
2.610087,4.581881,5.436244,10.000000
2.759530,3.450181,6.288262,10.000000
2.922541,4.943409,6.340100,10.000000
6.206756,7.611259,4.297669,10.000000
3.051542,5.482484,6.117139,10.000000
2.479910,4.280480,5.859861,10.000000
2.216399,3.735084,5.927056,10.000000
2.402689,4.800433,6.472704,10.000000
7.055902,4.690782,6.256260,10.000000
2.202242,6.446389,7.933663,10.000000
0.977617,5.613561,6.705298,10.000000
2.530179,5.281472,5.005786,10.000000
3.017140,3.847459,6.187002,10.000000
2.577163,4.739062,5.004620,10.000000
2.393194,3.668954,6.254103,10.000000
