X,Y,Z,M
3.989719,6.028044,3.764305,10.000000
5.591659,5.224072,4.466960,10.000000
4.677353,5.219987,3.461425,10.000000
7.887784,4.154760,6.747457,10.000000
4.504125,4.740592,3.665399,10.000000
4.487638,5.395947,4.732037,10.000000
4.857909,5.831378,4.028895,10.000000
5.015563,4.367121,4.344055,10.000000
5.596098,0.500824,5.675659,10.000000
3.209453,3.572376,2.734162,10.000000
5.697631,5.454131,2.408213,10.000000
5.613029,5.258612,3.876108,10.000000
4.430377,5.760756,3.794579,10.000000
5.040669,5.796521,2.568672,10.000000
4.757665,5.857467,3.763037,10.000000
