X,Y,Z,M
5.723806,4.110200,4.321527,10.000000
4.238856,5.258324,3.871958,10.000000
5.190800,5.410875,4.761313,10.000000
9.471769,1.092616,0.156566,10.000000
5.282587,5.689235,4.482194,10.000000
5.292686,4.796578,3.665265,10.000000
4.639174,4.095237,4.272930,10.000000
4.721426,5.735919,4.072131,10.000000
9.555958,9.830382,0.565799,10.000000
9.648511,0.252603,0.413939,10.000000
2.485468,8.808698,0.101611,10.000000
4.675422,5.033503,4.689712,10.000000
5.155716,4.265886,4.605983,10.000000
4.440298,4.604387,5.392637,10.000000
4.750803,4.159622,4.558542,10.000000
