X,Y,Z,M
5.516123,4.104369,4.941159,10.000000
3.879055,5.224186,4.165035,10.000000
4.313851,4.391227,4.462425,10.000000
3.727321,3.869984,5.107738,10.000000
4.438508,4.743266,4.440115,10.000000
5.018855,5.001678,3.890471,10.000000
5.089532,5.135933,4.603427,10.000000
4.423524,5.563676,3.969276,10.000000
3.356472,8.457428,1.976159,10.000000
1.565375,4.278358,9.038195,10.000000
5.920886,3.393213,3.797256,10.000000
3.847918,4.569016,4.812026,10.000000
4.736282,4.991489,4.401417,10.000000
4.601043,4.403914,5.857741,10.000000
4.950165,5.041147,4.602008,10.000000
