X,Y,Z,M
1.784875,5.190273,5.419240,10.000000
3.283006,4.736402,5.836873,10.000000
3.080589,4.997631,6.105717,10.000000
7.236960,7.856567,4.170995,10.000000
2.938981,4.739604,6.094071,10.000000
2.228772,4.199761,6.575696,10.000000
2.124918,4.071922,5.866483,10.000000
2.827742,3.858950,6.578565,10.000000
6.115436,4.088724,5.192117,10.000000
0.999933,6.604541,9.106391,10.000000
1.858173,4.404007,7.566412,10.000000
3.414652,4.741912,5.593322,10.000000
2.457270,4.347961,6.043509,10.000000
2.801112,5.039318,4.140084,10.000000
2.248538,4.294885,5.794002,10.000000
