X,Y,Z,M
5.202854,5.673869,2.477722,10.000000
5.913575,4.226528,4.010618,10.000000
6.068610,5.584742,3.271881,10.000000
2.826795,3.987985,5.522142,10.000000
6.042350,5.551219,3.204657,10.000000
5.549550,4.903732,3.287103,10.000000
5.152938,4.582580,3.009822,10.000000
5.541795,4.860563,3.649341,10.000000
3.875938,2.468686,9.853295,10.000000
0.483592,5.112163,8.560266,10.000000
6.398881,5.758795,1.425774,10.000000
6.043404,5.843926,2.516952,10.000000
5.801764,4.713777,3.230423,10.000000
5.199763,5.316152,2.788966,10.000000
5.267834,4.580764,3.237370,10.000000
