X,Y,Z,M
4.072044,4.198780,5.517273,10.000000
2.814922,3.444370,6.180593,10.000000
3.352833,4.770484,5.919222,10.000000
8.936687,7.136592,4.430274,10.000000
3.600145,5.496777,5.685731,10.000000
3.611494,4.633744,4.901153,10.000000
3.347045,4.172038,5.683845,10.000000
2.994705,5.444001,5.545100,10.000000
9.499172,5.390474,6.963115,10.000000
7.272855,5.324368,1.172414,10.000000
3.080530,5.561441,4.344782,10.000000
2.495073,5.300295,5.036632,10.000000
3.867015,4.073385,5.807480,10.000000
3.030611,4.296892,6.808482,10.000000
3.418474,3.927183,6.078672,10.000000
