X,Y,Z,M
8.156763,7.011180,7.474601,10.000000
7.033027,7.830369,6.918102,10.000000
7.773372,7.869381,7.742553,10.000000
3.091827,2.608986,1.883576,10.000000
7.948972,8.167693,7.590945,10.000000
7.877393,7.502916,6.909489,10.000000
7.386381,6.992440,7.389178,10.000000
7.534514,8.194763,7.227677,10.000000
3.105207,2.813930,1.888696,10.000000
3.031686,2.672664,1.818570,10.000000
2.727789,2.773541,1.756924,10.000000
7.052052,7.126196,7.927877,10.000000
7.739681,7.140043,7.632881,10.000000
7.315789,7.378396,8.146573,10.000000
7.475994,7.056503,7.597405,10.000000
