X,Y,Z,M
3.767501,4.605542,4.706123,10.000000
5.290622,3.444139,6.047812,10.000000
4.327140,3.924907,4.708455,10.000000
0.794553,6.785882,0.966238,10.000000
4.149124,3.593369,4.755214,10.000000
4.342326,4.007019,5.555870,10.000000
4.565979,4.189081,5.331741,10.000000
4.476548,3.370791,5.300840,10.000000
3.372820,6.201836,2.375213,10.000000
7.223454,1.021420,6.977641,10.000000
4.572093,4.987733,3.927513,10.000000
5.256423,4.692312,4.444602,10.000000
4.359154,3.987261,5.068629,10.000000
4.363816,4.229457,4.613135,10.000000
4.463407,4.114783,5.214316,10.000000
