X,Y,Z,M
4.689780,4.764231,5.529099,10.000000
2.706180,4.478689,5.447477,10.000000
2.877104,5.059828,5.023822,10.000000
1.500635,4.311327,9.175505,10.000000
3.187663,5.393903,4.991245,10.000000
4.017373,5.916903,4.517615,10.000000
4.018496,6.116220,5.261790,10.000000
3.352245,6.226877,4.733355,10.000000
7.705929,4.524649,3.362829,10.000000
5.558334,7.151904,4.913664,10.000000
1.710810,6.346038,6.452375,10.000000
2.810432,5.620647,5.069971,10.000000
3.713189,5.685075,5.025663,10.000000
3.702461,5.881760,5.122981,10.000000
3.876825,5.700308,5.487525,10.000000
