X,Y,Z,M
3.324027,4.334192,6.502855,10.000000
2.453887,5.421373,5.631771,10.000000
2.516489,4.103372,5.578012,10.000000
8.616719,7.699025,4.245363,10.000000
2.514305,3.946588,5.721158,10.000000
3.180639,4.993065,5.721384,10.000000
3.433630,5.427808,6.007469,10.000000
2.954885,4.842348,5.286059,10.000000
1.447183,3.971477,4.682815,10.000000
8.989764,5.931306,0.226402,10.000000
4.461522,3.520546,5.190308,10.000000
2.591739,4.031385,6.638356,10.000000
2.709490,5.242577,5.724307,10.000000
2.967522,4.326835,7.118570,10.000000
3.234903,5.379614,5.803612,10.000000
