X,Y,Z,M
3.441707,4.274236,6.491190,10.000000
2.417337,5.302163,5.670503,10.000000
2.535287,4.104681,5.590015,10.000000
8.653889,7.674941,4.255414,10.000000
2.561757,4.032807,5.709226,10.000000
3.239505,5.002424,5.622970,10.000000
3.469611,5.395216,6.001251,10.000000
2.940356,4.944935,5.253889,10.000000
1.235920,4.044654,4.799974,10.000000
8.892767,5.894002,0.271366,10.000000
4.455284,3.608246,5.043744,10.000000
2.521443,4.093842,6.570389,10.000000
2.792531,5.193904,5.725781,10.000000
2.963929,4.288640,7.232843,10.000000
3.275188,5.316776,5.839654,10.000000
