X,Y,Z,M
4.768393,3.386364,3.549409,10.000000
3.397599,3.582280,3.481317,10.000000
4.498833,4.324468,4.157091,10.000000
1.898640,2.653582,6.800576,10.000000
4.627152,4.751711,3.907684,10.000000
4.415282,3.769134,2.891643,10.000000
3.696842,2.983879,3.499018,10.000000
3.836561,4.828399,3.379981,10.000000
4.451358,6.385323,4.615174,10.000000
0.199037,6.600684,6.229830,10.000000
4.076007,5.982796,1.644337,10.000000
3.551005,4.437402,3.299713,10.000000
4.518198,3.153492,3.877393,10.000000
3.530267,3.362609,4.814250,10.000000
3.873902,2.956547,3.862670,10.000000
