X,Y,Z,M
4.586968,4.718701,5.584122,10.000000
2.894826,5.026362,5.155083,10.000000
2.978064,5.034424,4.757980,10.000000
1.320211,4.642274,0.235670,10.000000
3.132744,4.899498,4.890588,10.000000
4.015417,5.902540,4.630147,10.000000
4.019125,6.336217,5.086730,10.000000
3.606723,5.834485,4.450047,10.000000
8.047030,4.782549,3.707421,10.000000
4.913002,6.383278,4.526362,10.000000
1.757059,6.835047,5.846016,10.000000
3.158953,5.215472,5.541813,10.000000
3.451138,5.975046,4.793514,10.000000
3.721965,5.510177,5.832160,10.000000
3.825200,6.082500,5.078410,10.000000
