X,Y,Z,M
7.653511,7.454496,7.500767,10.000000
7.522030,7.511439,7.489828,10.000000
7.634936,7.588441,7.585018,10.000000
3.188480,2.359631,1.883741,10.000000
7.622178,7.589623,7.564791,10.000000
7.616437,7.481644,7.463502,10.000000
7.558262,7.405389,7.508317,10.000000
7.566705,7.568710,7.521859,10.000000
3.215523,2.884958,1.852289,10.000000
3.053977,2.536358,1.718795,10.000000
2.268585,2.846078,1.603584,10.000000
7.611337,7.586748,7.477034,10.000000
7.629452,7.423653,7.559097,10.000000
7.536985,7.498598,7.620634,10.000000
7.571079,7.403018,7.554643,10.000000
