X,Y,Z,M
4.016542,4.729790,4.447027,10.000000
2.781671,5.143237,4.083450,10.000000
2.980086,4.954153,3.647873,10.000000
9.311356,6.168880,0.909682,10.000000
2.963472,4.432523,3.866990,10.000000
3.784306,5.645755,3.760809,10.000000
3.769048,6.107038,3.879974,10.000000
3.579999,5.288681,3.230888,10.000000
2.563004,6.691591,6.207241,10.000000
4.487401,6.326540,3.981402,10.000000
2.136992,5.635944,5.107589,10.000000
3.103907,4.912621,4.670093,10.000000
3.044376,5.870470,3.707242,10.000000
3.441500,5.287318,4.911758,10.000000
3.476180,5.986560,3.717588,10.000000
