X,Y,Z,M
3.582685,5.028873,3.901019,10.000000
5.442634,4.041660,4.813676,10.000000
4.361513,4.029986,3.694955,10.000000
1.257887,4.664860,3.061256,10.000000
4.195449,3.587291,3.863101,10.000000
4.246499,4.303882,4.902822,10.000000
4.694293,4.790198,4.331106,10.000000
4.752421,3.262199,4.471443,10.000000
4.382151,9.608048,2.785521,10.000000
3.983573,8.513021,5.288408,10.000000
5.540277,2.791878,3.897332,10.000000
5.359601,4.393210,3.915429,10.000000
4.177262,4.661050,4.054030,10.000000
4.802902,4.700284,2.958016,10.000000
4.566699,4.783742,4.080002,10.000000
