X,Y,Z,M
4.757977,4.475685,5.874889,10.000000
3.001540,4.202219,5.833059,10.000000
3.106118,4.921741,5.557125,10.000000
7.980455,9.074200,9.782974,10.000000
3.343824,5.291996,5.481536,10.000000
4.047247,5.578064,4.975746,10.000000
4.099748,5.541553,5.683367,10.000000
3.358576,6.109532,5.251998,10.000000
2.417711,6.683342,8.151056,10.000000
2.168528,3.587030,5.009136,10.000000
2.476053,6.769128,5.575022,10.000000
2.883780,5.368685,5.473684,10.000000
4.039701,5.171597,5.549678,10.000000
3.699424,5.221419,5.988447,10.000000
4.035747,5.179715,5.914115,10.000000
