X,Y,Z,M
4.585641,4.681052,5.596426,10.000000
3.021075,4.007437,5.954462,10.000000
3.202460,5.099282,5.772249,10.000000
8.337059,9.494325,9.526598,10.000000
3.494218,5.716316,5.576656,10.000000
3.935358,5.465344,4.994547,10.000000
3.892050,5.203521,5.726011,10.000000
3.215922,6.172535,5.582015,10.000000
2.939070,6.876147,8.624567,10.000000
2.088495,3.055056,4.486151,10.000000
2.215576,6.402121,6.206420,10.000000
2.813102,5.709693,5.036957,10.000000
4.136052,4.920811,5.706370,10.000000
3.660092,5.518690,5.225812,10.000000
3.879486,4.853403,6.085672,10.000000
