X,Y,Z,M
5.736197,5.000465,3.435277,10.000000
7.103204,4.085353,3.764492,10.000000
6.144365,3.814680,3.070238,10.000000
3.005055,5.189758,1.952728,10.000000
6.169428,3.570935,3.301761,10.000000
6.159106,4.402881,4.003854,10.000000
6.733679,5.111231,3.510110,10.000000
6.751724,3.546254,3.711349,10.000000
2.160241,5.425673,3.618283,10.000000
2.740929,4.439948,2.477737,10.000000
6.305869,0.017879,4.881465,10.000000
6.524946,3.783761,3.396693,10.000000
6.118823,4.989990,3.228888,10.000000
7.022088,4.675033,2.346569,10.000000
6.613891,5.093829,3.251932,10.000000
