X,Y,Z,M
5.010069,6.342291,3.885427,10.000000
6.538836,5.528121,5.123426,10.000000
5.440291,5.709036,3.889737,10.000000
6.365717,3.944022,4.081690,10.000000
5.226914,5.366292,3.942007,10.000000
5.557368,5.844266,4.704495,10.000000
5.994933,6.113788,4.467063,10.000000
5.733984,5.332646,4.440904,10.000000
3.771263,0.953071,4.970100,10.000000
6.573164,5.150595,4.171999,10.000000
5.449143,8.432191,0.567249,10.000000
6.443512,6.710092,3.360644,10.000000
5.608563,5.821129,4.142952,10.000000
5.744691,5.932321,3.900061,10.000000
5.844454,5.970777,4.319443,10.000000
