X,Y,Z,M
2.970175,5.177988,4.766749,10.000000
4.540094,4.218725,5.404474,10.000000
4.153866,5.027174,5.374282,10.000000
8.522774,6.081811,4.808101,10.000000
4.027287,4.756571,5.372982,10.000000
3.412376,4.278340,5.824333,10.000000
3.325334,4.071983,5.139224,10.000000
3.981699,3.893832,5.835585,10.000000
7.554769,6.914837,9.092965,10.000000
4.879661,4.653690,3.108822,10.000000
2.347461,5.787984,6.238078,10.000000
4.552201,4.872019,4.849651,10.000000
3.739292,4.264679,5.365157,10.000000
3.895877,4.968254,3.749217,10.000000
3.487455,4.202202,5.141250,10.000000
