X,Y,Z,M
8.187872,6.761398,7.418038,10.000000
6.829315,7.877306,6.557083,10.000000
7.629936,7.677398,7.551373,10.000000
2.920178,3.551970,2.060418,10.000000
7.953890,8.149416,7.379638,10.000000
7.857543,7.456940,6.637153,10.000000
7.272266,6.903951,7.246290,10.000000
7.481206,8.263970,6.950098,10.000000
2.884789,2.722899,2.160590,10.000000
3.109618,3.258028,2.318783,10.000000
4.355027,2.712003,2.451911,10.000000
6.567975,6.506242,8.208805,10.000000
7.593435,7.080597,7.464745,10.000000
7.237573,7.200075,8.082990,10.000000
7.373115,7.017538,7.421031,10.000000
