X,Y,Z,M
6.797807,8.182716,7.550615,10.000000
8.341119,6.984671,8.417603,10.000000
7.373908,7.067806,7.282730,10.000000
3.320401,2.052774,1.897084,10.000000
7.069328,6.593928,7.485854,10.000000
7.173110,7.450174,8.381391,10.000000
7.846019,8.119909,7.701238,10.000000
7.625510,6.511477,7.984257,10.000000
3.367830,2.986933,1.817329,10.000000
3.094601,2.373378,1.605036,10.000000
1.695142,2.951263,1.424058,10.000000
8.480192,8.250515,6.783244,10.000000
7.417310,7.919031,7.408650,10.000000
7.918128,7.680589,6.705955,10.000000
7.727333,8.013228,7.456792,10.000000
