X,Y,Z,M
3.608565,5.054615,3.851546,10.000000
5.465982,3.970215,4.874711,10.000000
4.433258,4.093124,3.726478,10.000000
1.369970,4.729694,2.942504,10.000000
4.271672,3.678028,3.873223,10.000000
4.291536,4.304405,4.858947,10.000000
4.673333,4.721095,4.322881,10.000000
4.756219,3.327384,4.466547,10.000000
4.291741,9.493078,2.736305,10.000000
3.782470,8.499567,5.227480,10.000000
5.442863,2.770478,4.116352,10.000000
5.397128,4.516742,3.823546,10.000000
4.234240,4.603468,4.076215,10.000000
4.767019,4.689619,3.016836,10.000000
4.560043,4.708711,4.104774,10.000000
