X,Y,Z,M
5.178755,4.669765,4.153485,10.000000
5.932835,5.609467,2.938450,10.000000
5.142625,4.161424,3.160667,10.000000
7.981348,5.690714,1.738651,10.000000
4.990508,3.697534,3.373394,10.000000
5.291732,4.912765,4.112818,10.000000
5.815944,5.480102,3.691415,10.000000
5.845556,4.034576,3.345330,10.000000
8.661422,5.914415,8.183390,10.000000
3.167338,4.905770,6.239573,10.000000
4.566490,4.642814,5.459998,10.000000
6.007448,3.725549,4.263917,10.000000
5.026287,5.360316,3.407246,10.000000
6.087921,4.795756,2.715204,10.000000
5.680390,5.566062,3.271046,10.000000
