X,Y,Z,M
7.475530,4.948338,4.576545,10.000000
5.738468,5.883543,3.327438,10.000000
6.967676,5.704339,4.567326,10.000000
3.517804,3.794967,0.680637,10.000000
7.173008,6.107989,4.460010,10.000000
6.885410,5.533039,3.674862,10.000000
6.342866,5.143353,4.030139,10.000000
6.540174,6.190812,3.932375,10.000000
1.482438,2.108610,9.188538,10.000000
3.727990,4.032830,0.690455,10.000000
3.731729,2.926567,2.359518,10.000000
5.863530,4.701989,5.109762,10.000000
6.854119,5.416120,4.373814,10.000000
6.481395,5.372629,4.779013,10.000000
6.514958,5.284224,4.209891,10.000000
