X,Y,Z,M
5.442192,4.087352,4.359372,10.000000
4.119142,5.165012,3.370930,10.000000
4.952938,4.938971,4.436715,10.000000
9.675731,1.828717,0.726239,10.000000
5.284081,5.384691,4.287767,10.000000
5.070265,4.763829,3.571598,10.000000
4.561689,4.338491,4.047900,10.000000
4.831410,5.465496,3.859004,10.000000
9.626981,0.037395,1.122366,10.000000
9.853412,0.899598,1.014291,10.000000
3.829693,8.956186,0.699167,10.000000
3.850671,3.674270,5.193674,10.000000
4.823304,4.548624,4.267345,10.000000
4.680682,4.570409,4.798930,10.000000
4.673224,4.485498,4.179335,10.000000
