X,Y,Z,M
8.511726,6.663339,7.446933,10.000000
6.658560,8.058219,6.463476,10.000000
7.848964,8.037434,7.824500,10.000000
2.984786,2.946349,1.905402,10.000000
8.179167,8.570154,7.577920,10.000000
8.055662,7.509549,6.480156,10.000000
7.247700,6.689023,7.282480,10.000000
7.503975,8.641983,6.979904,10.000000
2.980746,2.740080,1.954342,10.000000
3.021938,2.865645,1.968789,10.000000
3.335705,2.701847,1.978953,10.000000
6.586708,6.709272,8.283513,10.000000
7.794198,6.931608,7.658208,10.000000
7.148903,7.268174,8.502314,10.000000
7.392871,6.806584,7.599536,10.000000
