X,Y,Z,M
2.384587,6.430763,5.077247,10.000000
3.873544,5.986796,5.755048,10.000000
3.880388,6.059877,5.994880,10.000000
3.863620,4.777177,3.136522,10.000000
3.815451,6.256075,5.814212,10.000000
2.988620,5.249979,6.049867,10.000000
2.879105,4.823360,5.604990,10.000000
3.363394,5.225867,6.263216,10.000000
4.674733,3.973010,2.776195,10.000000
5.807941,8.305056,6.635188,10.000000
4.410051,3.988464,5.744256,10.000000
3.772411,6.006876,5.129872,10.000000
3.381788,5.185530,5.897761,10.000000
3.334154,5.871218,4.573886,10.000000
2.993216,5.037323,5.656494,10.000000
