X,Y,Z,M
6.423476,7.243681,6.589972,10.000000
7.363336,6.381581,7.375340,10.000000
6.864906,6.710614,6.642580,10.000000
4.693789,4.477877,3.975268,10.000000
6.541769,6.295751,6.734866,10.000000
6.649528,6.689939,7.219358,10.000000
7.040934,7.007917,6.785010,10.000000
6.855356,6.173299,7.046036,10.000000
4.632915,4.429482,3.861735,10.000000
4.748328,4.519524,4.007602,10.000000
4.764684,4.685011,4.152979,10.000000
7.798506,7.806142,5.831999,10.000000
6.911108,6.881933,6.691189,10.000000
6.994643,6.937465,6.275326,10.000000
6.976655,6.900884,6.727021,10.000000
