X,Y,Z,M
3.940431,5.306616,4.134679,10.000000
3.062203,4.298576,4.428863,10.000000
3.095029,5.329189,4.262030,10.000000
6.237767,6.304611,9.333323,10.000000
3.381988,6.183197,4.044273,10.000000
3.530488,5.714082,3.619325,10.000000
3.571125,5.481163,4.301382,10.000000
2.939761,6.427374,4.211567,10.000000
5.810791,6.987379,6.631115,10.000000
1.297716,4.616080,5.334439,10.000000
4.739743,3.813964,4.775684,10.000000
2.714244,6.161844,3.210560,10.000000
3.953140,5.214399,4.204277,10.000000
3.449739,6.281327,2.894542,10.000000
3.712391,5.060573,4.739643,10.000000
