X,Y,Z,M
4.091018,3.893689,3.192319,10.000000
4.015602,3.120504,4.131939,10.000000
4.416996,4.263165,3.842247,10.000000
2.805760,2.478565,6.995496,10.000000
4.435667,4.428150,3.664370,10.000000
4.269622,3.718240,3.230448,10.000000
3.671213,3.063346,3.567420,10.000000
3.917250,4.260777,3.567488,10.000000
3.298875,7.417958,4.429320,10.000000
1.323048,5.884174,6.191606,10.000000
3.340657,6.024376,2.565983,10.000000
4.191595,4.818192,2.848454,10.000000
4.324523,3.189349,3.796396,10.000000
3.455120,3.567230,4.149203,10.000000
3.780776,3.030650,3.835792,10.000000
