X,Y,Z,M
4.298300,4.530620,5.258478,10.000000
4.257427,5.891025,4.001303,10.000000
3.920306,4.158097,4.322275,10.000000
6.454478,4.543870,5.318046,10.000000
3.801497,3.788429,4.529848,10.000000
4.277790,4.923896,4.975450,10.000000
4.678446,5.468933,4.758307,10.000000
4.426197,4.486897,4.333098,10.000000
4.907753,8.130567,0.755124,10.000000
2.091599,4.263651,7.363462,10.000000
4.785019,3.531855,5.652090,10.000000
4.465868,3.840552,5.445912,10.000000
3.888664,5.365254,4.460396,10.000000
4.633033,4.690813,4.507208,10.000000
4.500463,5.554854,4.385746,10.000000
