X,Y,Z,M
4.377018,5.454329,4.307511,10.000000
5.256498,5.634231,4.016580,10.000000
4.374945,4.702815,3.518385,10.000000
8.160594,4.534866,5.947406,10.000000
4.255404,4.176900,3.766020,10.000000
4.510961,5.290187,4.830662,10.000000
5.139606,6.013305,4.178433,10.000000
5.109653,4.089163,4.300096,10.000000
4.608899,0.946840,4.902729,10.000000
5.062481,4.047771,2.029405,10.000000
4.641913,6.421491,3.202486,10.000000
5.227944,4.333705,4.545583,10.000000
4.340843,5.885295,3.814028,10.000000
5.313328,5.566544,2.879714,10.000000
4.975235,6.064847,3.790320,10.000000
